"state","location","type","so2","no2","rspm","pm2_5","date"
"Odisha","Bhubaneswar","Residential",2,17,122,19,"2015-03-24"
"Odisha","Cuttack","Residential",2,29,81,38,"2015-03-24"
"Odisha","Balasore","Residential",2,14,99,84,"2015-03-24"
"Odisha","Balasore","Industrial",7,12,96,62,"2015-03-24"
"Odisha","Rourkela","Residential",18,16,175,72,"2015-03-24"
"Tamil Nadu","Chennai","Industrial",12,12,58,35,"2015-03-24"
"Tamil Nadu","Chennai","Residential",18,22,76,29,"2015-03-24"
"West Bengal","Durgapur","Residential",8,53,106,64,"2015-03-24"
"West Bengal","Kolkata","Industrial",3,53,87,39,"2015-03-24"
"Delhi","Delhi","Industrial",4,60,232,98,"2015-03-25"
"Delhi","Delhi","Residential",4,44,112,80,"2015-03-25"
"Goa","Usgao","Residential",4,9,61,21,"2015-03-25"
"Goa","Codli","Residential",4,9,44,13,"2015-03-25"
"Goa","Honda","Residential",5,10,76,26,"2015-03-25"
"Goa","Bicholim","Residential",4,9,51,17,"2015-03-25"
"Goa","Amona","Residential",4,9,75,24.8,"2015-03-25"
"Goa","Assanora","Residential",4,9,66,22,"2015-03-25"
"Goa","Kundaim","Industrial",4,9,79,31,"2015-03-25"
"Gujarat","Bharuch","Others",14,21,79,28,"2015-03-25"
"Madhya Pradesh","Bhopal","Residential",2,11,105,12,"2015-03-25"
"Madhya Pradesh","Jabalpur","Residential",2,23,71,29,"2015-03-25"
"Madhya Pradesh","Gwalior","Residential",10,14,127,72.6,"2015-03-25"
"Odisha","Rayagada","Residential",4,22,52,34,"2015-03-25"
"Odisha","Balasore","Residential",2,11,84,48,"2015-03-25"
"Odisha","Cuttack","Residential",2,29,77,30,"2015-03-25"
"Tamil Nadu","Madurai","Industrial",16,35,77,45.4,"2015-03-25"
"Tamil Nadu","Salem","Residential",9,33,60,22,"2015-03-25"
"Tamil Nadu","Chennai","Residential",15,19,49,21,"2015-03-25"
"West Bengal","Howrah","Residential",9,36,92,56,"2015-03-25"
"West Bengal","Barrackpore","Industrial",10,65,149,109,"2015-03-25"
"Delhi","Delhi","Residential",4,52,174,82,"2015-03-26"
"Delhi","Delhi","Residential",4,32,171,60,"2015-03-26"
"Goa","Curchorem","Residential",5,10,73,25,"2015-03-26"
"Goa","Margao","Residential",4,11,65,20,"2015-03-26"
"Goa","Ponda","Residential",4,9,61,16,"2015-03-26"
"Goa","Sanguem","Residential",4,8,78,22,"2015-03-26"
"Goa","Tilamol","Residential",4,10,76,26,"2015-03-26"
"Goa","Cuncolim","Industrial",5,9,87,39,"2015-03-26"
"Gujarat","Surat","Residential",14,20,79,27,"2015-03-26"
"Gujarat","Surat","Industrial",15,21,91,30,"2015-03-26"
"Gujarat","Surat","Residential",14,20,92,30,"2015-03-26"
"Gujarat","Vadodara","Residential",13,20,77,29,"2015-03-26"
"Gujarat","Ahmedabad","Industrial",14,20,97,33,"2015-03-26"
"Gujarat","Ahmedabad","Residential",14,21,97,33,"2015-03-26"
"Gujarat","Ahmedabad","Residential",14,20,72,29,"2015-03-26"
"Gujarat","Ahmedabad","Industrial",12,18,81,26,"2015-03-26"
"Gujarat","Ahmedabad","Residential",13,19,70,27,"2015-03-26"
"Gujarat","Vapi","Residential",13,21,86,31,"2015-03-26"
"Gujarat","Ankleshwar","Industrial",15,22,79,30,"2015-03-26"
"Gujarat","Ankleshwar","Residential",15,21,90,33,"2015-03-26"
"Gujarat","Rajkot","Industrial",14,20,78,30,"2015-03-26"
"Gujarat","Vadodara","Residential",15,21,82,28,"2015-03-26"
"Gujarat","Vadodara","Industrial",15,22,103,33,"2015-03-26"
"Gujarat","Ahmedabad","Residential",14,22,78,34,"2015-03-26"
"Gujarat","Vapi","Industrial",15,21,81,28,"2015-03-26"
"Gujarat","Rajkot","Residential",13,21,82,24,"2015-03-26"
"Gujarat","Ahmedabad","Others",14,21,91,31,"2015-03-26"
"Gujarat","Vadodara","Others",15,22,105,36,"2015-03-26"
"Gujarat","ANKLESHWAR","Others",14,22,91,27,"2015-03-26"
"Gujarat","VAPI","Others",13,20,89,29,"2015-03-26"
"Gujarat","Bharuch","Others",13,21,83,30,"2015-03-26"
"Gujarat","Bhuj","Others",14,22,90,31,"2015-03-26"
"Gujarat","MORBI","Others",15,22,95,34,"2015-03-26"
"Gujarat","SANAND","Others",14,21,100,34,"2015-03-26"
"Madhya Pradesh","Gwalior","Residential",8.08222107401066,10,108,76.4,"2015-03-26"
"Madhya Pradesh","Jabalpur","Industrial",15,32,112,41,"2015-03-26"
"Odisha","Angul","Industrial",13,27,127,81,"2015-03-26"
"Odisha","Rourkela","Residential",6,11,77,78,"2015-03-26"
"Odisha","Rayagada","Industrial",5,20,60,30,"2015-03-26"
"Odisha","Angul","Residential",10,24,130,42,"2015-03-26"
"Odisha","Bhubaneswar","Residential",2,18,62,23,"2015-03-26"
"Odisha","Rourkela","Residential",7,13,107,44,"2015-03-26"
"Odisha","Bhubaneswar","Residential",2,16,54,22,"2015-03-26"
"Odisha","Bhubaneswar","Residential",2,19,105,14,"2015-03-26"
"Odisha","Cuttack","Residential",3,34,122,38,"2015-03-26"
"Odisha","Kalinga Nagar","Residential",2,11,113,44,"2015-03-26"
"Odisha","Rourkela","Residential",17,15,175,89,"2015-03-26"
"Odisha","Kalinga Nagar","Industrial",2,10,87,52,"2015-03-26"
"Tamil Nadu","Chennai","Industrial",14,13,45,22,"2015-03-26"
"Tamil Nadu","Thoothukudi","Residential",15,16,86,42,"2015-03-26"
"Tamil Nadu","Chennai","Residential",16,21,69,25,"2015-03-26"
"West Bengal","Kolkata","Others",2,47,61,33,"2015-03-26"
"Delhi","Delhi","Industrial",4,62,197,71,"2015-03-27"
"Delhi","Delhi","Residential",4,43,175,93,"2015-03-27"
"Goa","Usgao","Residential",5,9,78,26,"2015-03-27"
"Goa","Codli","Residential",4,9,48,15,"2015-03-27"
"Goa","Honda","Residential",4,10,82,23,"2015-03-27"
"Goa","Bicholim","Residential",5,10,72,25,"2015-03-27"
"Goa","Amona","Residential",5,10,70,25.3,"2015-03-27"
"Goa","Assanora","Residential",4,9,66,22,"2015-03-27"
"Goa","Mapusa","Residential",10,11,61,35,"2015-03-27"
"Goa","Kundaim","Industrial",4,9,77,25,"2015-03-27"
"Gujarat","Jamnagar","Residential",13,20,78,25,"2015-03-27"
"Gujarat","Ahmedabad","Others",14,20,88,35,"2015-03-27"
"Gujarat","ANKLESHWAR","Others",13,20,77,33,"2015-03-27"
"Gujarat","MORBI","Others",15,21,90,34,"2015-03-27"
"Gujarat","Sarigam","Others",14,21,93,31,"2015-03-27"
"Madhya Pradesh","Bhopal","Residential",2,13,155,28,"2015-03-27"
"Madhya Pradesh","Sagar","Residential",3,16,75,39.64,"2015-03-27"
"Madhya Pradesh","Bhopal","Residential",2,15,179,155,"2015-03-27"
"Odisha","Cuttack","Residential",3,29,75,50,"2015-03-27"
"Odisha","Balasore","Residential",2,12,84,48,"2015-03-27"
"Tamil Nadu","Chennai","Residential",13,20,47,21,"2015-03-27"
"West Bengal","Howrah","Residential",10,34,102,61,"2015-03-27"
"West Bengal","Durgapur","Residential",9,52,117,83,"2015-03-27"
"Goa","Curchorem","Residential",4,9,55,17,"2015-03-28"
"Goa","Margao","Residential",5,8,66,23,"2015-03-28"
"Goa","Ponda","Residential",4,9,64,23,"2015-03-28"
"Goa","Sanguem","Residential",3,7,77,23,"2015-03-28"
"Goa","Tilamol","Residential",4,9,68,20,"2015-03-28"
"Goa","Cuncolim","Industrial",3,9,80,35,"2015-03-28"
"Madhya Pradesh","Bhopal","Industrial",2,9,292,25,"2015-03-28"
"Odisha","Cuttack","Residential",2,29,76,34,"2015-03-28"
"West Bengal","Kolkata","Industrial",2,45,65,30,"2015-03-28"
"West Bengal","Barrackpore","Industrial",10,59,123,93,"2015-03-28"
"West Bengal","Howrah","Residential",11,42,120,72,"2015-03-29"
"West Bengal","Kolkata","Others",2,41,67,31,"2015-03-29"
"Delhi","Delhi","Industrial",4,63,145,45,"2015-03-30"
"Delhi","Delhi","Residential",4,46,145,127,"2015-03-30"
"Goa","Mapusa","Residential",10,11,67,32,"2015-03-30"
"Madhya Pradesh","Bhopal","Industrial",2,11,126,84,"2015-03-30"
"Madhya Pradesh","Gwalior","Residential",16,20,148,96,"2015-03-30"
"Madhya Pradesh","Bhopal","Residential",8,47,471,260,"2015-03-30"
"Odisha","Angul","Industrial",12,23,135,63,"2015-03-30"
"Odisha","Rourkela","Residential",6,11,80,80,"2015-03-30"
"Odisha","Rayagada","Residential",5,22,57,30,"2015-03-30"
"Odisha","Angul","Residential",10,28,150,84,"2015-03-30"
"Odisha","Rourkela","Residential",7,14,112,59,"2015-03-30"
"Odisha","Cuttack","Residential",3,31,106,34,"2015-03-30"
"Odisha","Kalinga Nagar","Residential",2,11,111,40,"2015-03-30"
"Odisha","Rourkela","Residential",15,14,113,48,"2015-03-30"
"Odisha","Konark","Residential",2,11,42,23,"2015-03-30"
"Odisha","Kalinga Nagar","Industrial",2,10,96,48,"2015-03-30"
"Tamil Nadu","Thoothukudi","Residential",15,15,108,75,"2015-03-30"
"Tamil Nadu","Chennai","Residential",18,23,62,29,"2015-03-30"
"West Bengal","Durgapur","Residential",8,46,79,47,"2015-03-30"
"Madhya Pradesh","Gwalior","Residential",15,19,149,96,"2015-03-31"
"Madhya Pradesh","Sagar","Residential",2,14,98,28.82,"2015-03-31"
"Madhya Pradesh","Bhopal","Residential",2,27,267,297,"2015-03-31"
"Odisha","Rayagada","Industrial",5,24,66,38,"2015-03-31"
"Odisha","Bhubaneswar","Residential",2,17,104,36,"2015-03-31"
"Odisha","Bhubaneswar","Residential",2,15,61,27,"2015-03-31"
"Odisha","Bhubaneswar","Residential",2,18,95,17,"2015-03-31"
"Odisha","Cuttack","Residential",3,30,67,34,"2015-03-31"
"Odisha","Balasore","Industrial",7,11,87,50,"2015-03-31"
"Tamil Nadu","Chennai","Industrial",10,16,39,21,"2015-03-31"
"West Bengal","Kolkata","Industrial",3,51,126,57,"2015-03-31"
"West Bengal","Barrackpore","Industrial",10,54,117,91,"2015-03-31"
"Delhi","Delhi","Residential",4,50,206,78,"2015-04-01"
"Delhi","Delhi","Residential",4,31,116,81,"2015-04-01"
"Goa","Curchorem","Residential",4,9,56,17,"2015-04-01"
"Goa","Usgao","Residential",4,9,47,14,"2015-04-01"
"Goa","Codli","Residential",4,9,49,15,"2015-04-01"
"Goa","Honda","Residential",4,9,32,11,"2015-04-01"
"Goa","Bicholim","Residential",4,9,62,24,"2015-04-01"
"Goa","Amona","Residential",4,9,57,21.4,"2015-04-01"
"Goa","Assanora","Residential",4,9,52,16,"2015-04-01"
"Goa","Margao","Residential",4,9,76,23,"2015-04-01"
"Goa","Ponda","Residential",4,9,55,20,"2015-04-01"
"Goa","Sanguem","Residential",4,9,62,21,"2015-04-01"
"Goa","Tilamol","Residential",4,9,59,21,"2015-04-01"
"Goa","Kundaim","Industrial",4,9,54,17,"2015-04-01"
"Goa","Cuncolim","Industrial",4,9,52,18,"2015-04-01"
"Madhya Pradesh","Bhopal","Residential",2,11,74,53,"2015-04-01"
"Madhya Pradesh","Gwalior","Residential",10,13,128,68.7,"2015-04-01"
"Odisha","Cuttack","Residential",2,28,61,35,"2015-04-01"
"West Bengal","Kolkata","Others",3,45,85,39,"2015-04-01"
"Madhya Pradesh","Gwalior","Residential",10,13,122,65,"2015-04-02"
"Madhya Pradesh","Bhopal","Residential",6,26,118,84,"2015-04-02"
"Odisha","Angul","Industrial",14,28,155,80,"2015-04-02"
"Odisha","Rourkela","Residential",5,10,68,65,"2015-04-02"
"Odisha","Angul","Residential",10,21,126,52,"2015-04-02"
"Odisha","Rourkela","Residential",7,14,121,41,"2015-04-02"
"Odisha","Cuttack","Residential",3,31,90,38,"2015-04-02"
"Odisha","Keonjhar","Residential",2,12,138,54,"2015-04-02"
"Odisha","Kalinga Nagar","Industrial",2,10,103,42,"2015-04-02"
"Odisha","Kalinga Nagar","Residential",2,11,82,39,"2015-04-02"
"Odisha","Kalinga Nagar","Industrial",2,10,88,34,"2015-04-02"
"Goa","Curchorem","Residential",4,9,54,16,"2015-04-03"
"Goa","Usgao","Residential",4,9,44,13,"2015-04-03"
"Goa","Codli","Residential",4,8,35,11,"2015-04-03"
"Goa","Honda","Residential",4,9,63,25,"2015-04-03"
"Goa","Bicholim","Residential",4,11,64,23,"2015-04-03"
"Goa","Amona","Residential",4,9,74,26,"2015-04-03"
"Goa","Assanora","Residential",4,9,44,13,"2015-04-03"
"Goa","Margao","Residential",4,9,72,27,"2015-04-03"
"Goa","Mapusa","Residential",10,12,97,34,"2015-04-03"
"Goa","Ponda","Residential",4,9,57,19,"2015-04-03"
"Goa","Sanguem","Residential",4,9,55,19,"2015-04-03"
"Goa","Tilamol","Residential",4,9,52,19,"2015-04-03"
"Goa","Kundaim","Industrial",4,8,52,16,"2015-04-03"
"Goa","Cuncolim","Industrial",4,9,63,31,"2015-04-03"
"Madhya Pradesh","Nagda","Residential",15,23,69,50,"2015-04-03"
"Madhya Pradesh","Bhopal","Residential",2,19,67,9,"2015-04-03"
"Madhya Pradesh","Bhopal","Residential",2,23,168,71,"2015-04-03"
"Odisha","Rayagada","Industrial",5,22,66,36,"2015-04-03"
"Odisha","Cuttack","Residential",2,27,53,34,"2015-04-03"
"Odisha","Rourkela","Residential",14,15,165,57,"2015-04-03"
"West Bengal","Barrackpore","Industrial",10,52,126,89,"2015-04-03"
"Madhya Pradesh","Nagda","Residential",8.08222107401066,22.5922759331576,91.7796692607069,42,"2015-04-04"
"Madhya Pradesh","Bhopal","Industrial",2,16,255,72,"2015-04-04"
"Madhya Pradesh","Bhopal","Residential",2,22,200,268,"2015-04-04"
"Odisha","Rayagada","Residential",5,21,59,32,"2015-04-04"
"Odisha","Berhampur","Residential",2,16,42,23,"2015-04-04"
"Odisha","Kalinga Nagar","Industrial",2,10,93,47,"2015-04-04"
"Odisha","Kalinga Nagar","Residential",2,11,86,44,"2015-04-04"
"Odisha","Cuttack","Residential",2,29,66,39,"2015-04-04"
"Odisha","Konark","Residential",2,12,38,18,"2015-04-04"
"Odisha","Kalinga Nagar","Industrial",2,10,93,37,"2015-04-04"
"West Bengal","Durgapur","Residential",8,49,96,63,"2015-04-04"
"West Bengal","Kolkata","Industrial",4,42,91,41,"2015-04-04"
"West Bengal","Howrah","Residential",10,34,82,57,"2015-04-05"
"Goa","Mapusa","Residential",9,11,109,37,"2015-04-06"
"Madhya Pradesh","Bhopal","Industrial",2,8,164,9,"2015-04-06"
"Madhya Pradesh","Gwalior","Residential",10,15,133,97,"2015-04-06"
"Madhya Pradesh","Bhopal","Residential",10,61,170,280,"2015-04-06"
"Odisha","Angul","Industrial",12,26,76,54,"2015-04-06"
"Odisha","Rourkela","Residential",5,10,78,69,"2015-04-06"
"Odisha","Rayagada","Residential",3,19,42,14,"2015-04-06"
"Odisha","Angul","Residential",11,26,143,63,"2015-04-06"
"Odisha","Bhubaneswar","Residential",2,15,46,17,"2015-04-06"
"Odisha","Rourkela","Residential",7,14,166,45,"2015-04-06"
"Odisha","Bhubaneswar","Residential",2,16,24,12,"2015-04-06"
"Odisha","Cuttack","Residential",3,30,96,34,"2015-04-06"
"Odisha","Keonjhar","Residential",2,13,79,42,"2015-04-06"
"West Bengal","Barrackpore","Industrial",9,51,118,84,"2015-04-06"
"West Bengal","Kolkata","Others",4,43,102,47,"2015-04-06"
"Delhi","Delhi","Industrial",4,59,167,76,"2015-04-07"
"Delhi","Delhi","Residential",4,53,173,61,"2015-04-07"
"Goa","Curchorem","Residential",5,9,82,29,"2015-04-07"
"Goa","Margao","Residential",5,10,76,26,"2015-04-07"
"Goa","Ponda","Residential",4,9,66,22,"2015-04-07"
"Goa","Sanguem","Residential",4,9,38,14,"2015-04-07"
"Goa","Tilamol","Residential",4,9,31,12,"2015-04-07"
"Goa","Cuncolim","Industrial",5,9,82,34,"2015-04-07"
"Madhya Pradesh","Nagda","Residential",13,18,64,46,"2015-04-07"
"Madhya Pradesh","Gwalior","Residential",9,13,115,92,"2015-04-07"
"Madhya Pradesh","Sagar","Residential",2,17,104,29.09,"2015-04-07"
"Madhya Pradesh","Bhopal","Residential",2,17,215,94,"2015-04-07"
"Odisha","Rayagada","Industrial",5,18,52,25,"2015-04-07"
"Odisha","Bhubaneswar","Residential",2,18,92,17,"2015-04-07"
"Odisha","Cuttack","Residential",2,29,69,38,"2015-04-07"
"Odisha","Berhampur","Residential",2,16,38,20,"2015-04-07"
"Odisha","Kalinga Nagar","Industrial",2,10,100,40,"2015-04-07"
"Odisha","Kalinga Nagar","Residential",2,11,115,46,"2015-04-07"
"Odisha","Rourkela","Residential",15,16,123,50,"2015-04-07"
"Odisha","Konark","Residential",2,10,28,11,"2015-04-07"
"Odisha","Kalinga Nagar","Industrial",2,10,102,41,"2015-04-07"
"West Bengal","Durgapur","Residential",8.08222107401066,22.5922759331576,66,33,"2015-04-07"
"West Bengal","Kolkata","Industrial",3,39,89,44,"2015-04-07"
"Delhi","Delhi","Industrial",4,59,166,48,"2015-04-08"
"Delhi","Delhi","Residential",4,44,175,89,"2015-04-08"
"Goa","Usgao","Residential",4,9,36,11,"2015-04-08"
"Goa","Codli","Residential",5,9,72,25,"2015-04-08"
"Goa","Honda","Residential",4,9,84,31,"2015-04-08"
"Goa","Bicholim","Residential",4,7,54,16,"2015-04-08"
"Goa","Amona","Residential",4,9,55,19.5,"2015-04-08"
"Goa","Assanora","Residential",6,9,54,18,"2015-04-08"
"Goa","Kundaim","Industrial",4,9,61,19,"2015-04-08"
"Madhya Pradesh","Nagda","Residential",8.08222107401066,22.5922759331576,91.7796692607069,38,"2015-04-08"
"Madhya Pradesh","Bhopal","Residential",2,13,116,15,"2015-04-08"
"Madhya Pradesh","Gwalior","Residential",11,15,132,72.2,"2015-04-08"
"Odisha","Bhubaneswar","Residential",2,16,83,34,"2015-04-08"
"Odisha","Bhubaneswar","Residential",2,13,40,21,"2015-04-08"
"Odisha","Cuttack","Residential",2,28,64,35,"2015-04-08"
"West Bengal","Howrah","Residential",11,39,94,55,"2015-04-08"
"Delhi","Delhi","Residential",4,44,243,71,"2015-04-09"
"Delhi","Delhi","Residential",4,34,127,85,"2015-04-09"
"Goa","Curchorem","Residential",4,8,85,32,"2015-04-09"
"Goa","Margao","Residential",5,8,75,20,"2015-04-09"
"Goa","Ponda","Residential",5,9,40,12,"2015-04-09"
"Goa","Sanguem","Residential",4,9,53,15,"2015-04-09"
"Goa","Tilamol","Residential",3,7,79,22,"2015-04-09"
"Goa","Cuncolim","Industrial",5,9,74,31,"2015-04-09"
"Madhya Pradesh","Gwalior","Residential",9,13,118,72.2,"2015-04-09"
"Madhya Pradesh","Bhopal","Residential",7,48,137,235,"2015-04-09"
"Odisha","Angul","Industrial",12,28,71,45,"2015-04-09"
"Odisha","Rourkela","Residential",5,10,82,63,"2015-04-09"
"Odisha","Angul","Residential",10,21,113,72,"2015-04-09"
"Odisha","Rourkela","Residential",7,14,104,45,"2015-04-09"
"Odisha","Cuttack","Residential",2,29,84,35,"2015-04-09"
"Odisha","Keonjhar","Residential",2,12,76,42,"2015-04-09"
"Odisha","Kalinga Nagar","Industrial",2,10,94,45,"2015-04-09"
"Odisha","Kalinga Nagar","Residential",2,10,97,42,"2015-04-09"
"Odisha","Rourkela","Residential",15,17,108,54,"2015-04-09"
"Odisha","Kalinga Nagar","Industrial",2,10,87,37,"2015-04-09"
"West Bengal","Barrackpore","Industrial",10,56,125,91,"2015-04-09"
"West Bengal","Kolkata","Others",3,38,109,58,"2015-04-09"
"Delhi","Delhi","Industrial",4,55,151,99,"2015-04-10"
"Delhi","Delhi","Residential",4,42,140,49,"2015-04-10"
"Goa","Usgao","Residential",4,9,78,27,"2015-04-10"
"Goa","Codli","Residential",5,9,74,26,"2015-04-10"
"Goa","Honda","Residential",4,9,92,37,"2015-04-10"
"Goa","Bicholim","Residential",4,9,55,21,"2015-04-10"
"Goa","Amona","Residential",4,9,40,13.2,"2015-04-10"
"Goa","Assanora","Residential",4,9,32,12,"2015-04-10"
"Goa","Mapusa","Residential",10,11,130,37,"2015-04-10"
"Goa","Kundaim","Industrial",4,9,64,19,"2015-04-10"
"Madhya Pradesh","Nagda","Residential",11,17,58,41,"2015-04-10"
"Madhya Pradesh","Sagar","Residential",2,21,106,27.82,"2015-04-10"
"Madhya Pradesh","Bhopal","Residential",2,25,126,88,"2015-04-10"
"Odisha","Rayagada","Industrial",5,24,71,39,"2015-04-10"
"Odisha","Bhubaneswar","Residential",2,18,73,12,"2015-04-10"
"Odisha","Cuttack","Residential",2,30,62,25,"2015-04-10"
"Odisha","Berhampur","Residential",2,16,35,21,"2015-04-10"
"Odisha","Konark","Residential",2,11,32,10,"2015-04-10"
"West Bengal","Durgapur","Residential",10,54,148,97,"2015-04-10"
"West Bengal","Kolkata","Industrial",3,36,107,50,"2015-04-10"
"Madhya Pradesh","Nagda","Residential",8.08222107401066,22.5922759331576,91.7796692607069,37,"2015-04-11"
"Madhya Pradesh","Bhopal","Residential",2,43,131,133,"2015-04-11"
"Odisha","Rayagada","Residential",5,21,68,38,"2015-04-11"
"Odisha","Cuttack","Residential",2,26,70,26,"2015-04-11"
"West Bengal","Howrah","Residential",9,33,83,50,"2015-04-11"
"West Bengal","Barrackpore","Industrial",8,51,104,87,"2015-04-12"
"West Bengal","Kolkata","Others",2,33,80,41,"2015-04-12"
"Delhi","Delhi","Industrial",4,52,224,64,"2015-04-13"
"Delhi","Delhi","Residential",4,48,169,72,"2015-04-13"
"Goa","Mapusa","Residential",10,12,134,34,"2015-04-13"
"Madhya Pradesh","Gwalior","Residential",10,14,136,91,"2015-04-13"
"Madhya Pradesh","Bhopal","Residential",7,56,171,228,"2015-04-13"
"Odisha","Angul","Industrial",12,23,97,56,"2015-04-13"
"Odisha","Rourkela","Residential",16,10,68,71,"2015-04-13"
"Odisha","Rayagada","Residential",3,18,32,10,"2015-04-13"
"Odisha","Angul","Residential",11,24,99,56,"2015-04-13"
"Odisha","Rourkela","Residential",7,15,112,51,"2015-04-13"
"Odisha","Cuttack","Residential",3,31,88,31,"2015-04-13"
"Odisha","Berhampur","Residential",2,16,38,24,"2015-04-13"
"Odisha","Keonjhar","Residential",2,13,67,40,"2015-04-13"
"West Bengal","Durgapur","Residential",9,50,91,62,"2015-04-13"
"West Bengal","Kolkata","Industrial",2,38,103,56,"2015-04-13"
"Goa","Curchorem","Residential",4,12,71,24,"2015-04-14"
"Goa","Margao","Residential",4,9,76,21,"2015-04-14"
"Goa","Ponda","Residential",4,10,79,27,"2015-04-14"
"Goa","Sanguem","Residential",5,9,87,24,"2015-04-14"
"Goa","Tilamol","Residential",5,8,84,30,"2015-04-14"
"Goa","Cuncolim","Industrial",5,10,84,37,"2015-04-14"
"Madhya Pradesh","Gwalior","Residential",9,13,133,88,"2015-04-14"
"Madhya Pradesh","Bhopal","Residential",2,32,196,62,"2015-04-14"
"Odisha","Cuttack","Residential",3,27,54,34,"2015-04-14"
"Odisha","Rourkela","Residential",15,15,97,55,"2015-04-14"
"West Bengal","Howrah","Residential",11,39,118,84,"2015-04-14"
"Delhi","Delhi","Industrial",4,57,207,90,"2015-04-15"
"Delhi","Delhi","Residential",4,49,171,56,"2015-04-15"
"Goa","Usgao","Residential",3,7,77,25,"2015-04-15"
"Goa","Codli","Residential",5,10,77,23,"2015-04-15"
"Goa","Honda","Residential",4,9,36,10,"2015-04-15"
"Goa","Bicholim","Residential",5,8,85,31,"2015-04-15"
"Goa","Amona","Residential",5,9,96,36.1,"2015-04-15"
"Goa","Assanora","Residential",5,11,87,32,"2015-04-15"
"Goa","Kundaim","Industrial",4,10,85,25,"2015-04-15"
"Madhya Pradesh","Nagda","Residential",8.08222107401066,22.5922759331576,91.7796692607069,44,"2015-04-15"
"Madhya Pradesh","Bhopal","Residential",2,10,79,29,"2015-04-15"
"Madhya Pradesh","Gwalior","Residential",10,13,123,57.4,"2015-04-15"
"Odisha","Rayagada","Industrial",3,17,38,16,"2015-04-15"
"Odisha","Bhubaneswar","Residential",2,16,85,39,"2015-04-15"
"Odisha","Bhubaneswar","Residential",2,16,68,24,"2015-04-15"
"Odisha","Bhubaneswar","Residential",2,19,96,9,"2015-04-15"
"Odisha","Bhubaneswar","Residential",2,18,51,15,"2015-04-15"
"Odisha","Cuttack","Residential",2,29,62,22,"2015-04-15"
"Delhi","Delhi","Industrial",4,52,248,52,"2015-04-16"
"Delhi","Delhi","Residential",4,48,190,65,"2015-04-16"
"Goa","Curchorem","Residential",4,9,64,21,"2015-04-16"
